ID,NA_Sales,Global_Sales
14095,0.09840313424974761,0.14146825523313145
14096,0.0,0.1526928101983001
14097,0.3624748410928149,0.7906627333026855
14098,0.27955342439454545,0.36148914299054813
14099,0.30202734843199264,0.4892930567562055
14100,0.03448280576983917,0.06584738295127684
14101,0.03419551897192824,0.9782480189947476
14102,0.1167277809509489,0.2032276871920249
14103,0.05895241351599939,0.06349216126767998
14104,0.054254880874266304,0.25900600446028843
14105,1.0089752921877913,1.5202303769848937
14106,0.2086289883383206,0.25635695734319786
14107,0.24087666211441702,0.31368371981936316
14108,0.1384899239917458,0.18177317969080453
14109,0.19526621708820402,0.3217820734451458
14110,0.017952500552958023,0.043067060871938345
14111,0.3873666714368512,0.5875760469831454
14112,0.0,0.041341943499893896
14113,0.0,0.04443026163125352
14114,0.07427252710108678,0.1532931710398684
14115,0.0,0.0
14116,0.3681834902610946,0.5311124828486786
14117,0.0,0.05386212923611067
14118,0.23337255788792882,0.6292037574614794
14119,0.18690226907880897,0.3432966217926834
14120,0.36343065744013214,0.7803822627564079
14121,0.1684303036577965,0.2131689816069784
14122,0.26475431823725626,0.3493610169734439
14123,0.3269358571001519,0.42719548690113357
14124,0.05728538788429699,0.07748783224921857
14125,0.16971288632670584,0.24004825747597514
14126,0.059214866095538915,0.10459295585858175
14127,0.5864324057720667,0.6438081835112666
14128,0.29721963309829413,0.5460641429588744
14129,0.5524708691121394,1.239985221711426
14130,0.034208538667073574,0.09435871359574882
14131,0.07026990830688862,0.09884933496565074
14132,0.010502110510685558,0.05723525838640131
14133,0.09682557133820013,0.23562641392314415
14134,0.10614885165067678,0.1788181395705991
14135,0.21354519513814058,0.32495813113172584
14136,14.814469722387907,30.00390183997476
14137,0.0884982298342602,0.20596916327256104
14138,0.13029975841174618,0.2939765770980619
14139,0.4212908414317243,0.5802376451257175
14140,0.1102488287661863,0.19910686786929976
14141,0.28966052499971096,0.3842290523607545
14142,0.2534358687835097,0.5914251633897022
14143,0.036291192038577946,0.11336981592064571
14144,0.1503873108781236,0.30590367133118934
14145,0.13476246387454166,0.14944473986986034
14146,0.0,0.0
14147,0.0,0.004918636869753468
14148,0.0,0.10679675392932148
