,0
0,0.26896833755604665
1,0.07502344998636476
2,0.10051434276119202
3,1.067671027048059
4,0.01932322631112458
5,0.23455345457387733
6,0.0
7,0.41305593240369426
8,0.013233747047842331
9,0.3473057355192813
10,4.618095885346292
11,0.007292604574084323
12,0.3892387501364956
13,0.49734331626375
14,0.0
15,0.0
16,0.325030478953437
17,0.22844515705451457
18,0.2818481115863194
19,1.0769803612298984e-05
20,0.0
21,3.500494225034409
22,0.034613038500539095
23,0.06182756941062788
24,0.0
25,0.16743828692505888
26,0.3678222250593463
27,0.0022557302193609574
28,0.21312187198041432
29,0.8926091949126705
30,0.07947340764519695
31,0.3487170305105039
32,0.0919920728103487
33,0.06716992421610762
34,0.25061167654597294
35,0.22699296403321495
36,0.15148224925440895
37,0.41792959583570655
38,0.4414625064891502
39,0.2978754591478885
40,0.2871914665209279
41,0.3001466523222936
42,0.5112488041753077
43,0.9144488532294642
44,0.04791895811851159
45,0.057847130068641256
46,0.15149357744987096
47,0.30184058641838574
48,0.10720580870549798
49,0.1302313008887989
50,1.5405367665108622
51,1.4324122213400714
52,0.3530765648746736
53,0.29222916044059877
54,0.2956926787278058
55,0.9034399762659464
56,0.16034644861348998
57,0.16528350355472538
58,0.10349638908048302
59,0.28031562694000234
60,0.05700082194289262
61,0.9869435185689996
62,0.4104136393705167
63,0.2567872223815134
64,0.48516480916314886
65,0.8596883527769122
66,0.923698997665465
67,0.05353627965799361
68,0.3850276698462472
69,0.6876016328538248
70,0.19446622760167384
71,0.9315705183884828
72,0.27196997561839437
73,0.06657070508590106
74,0.2682359708479927
75,0.0
76,0.890914802325132
77,0.21318563058183918
78,0.05851269337343579
79,0.23951732454425131
80,0.8143839210542526
81,0.17927918137011709
82,0.422561269265903
83,0.09283618437679694
84,1.041750019933782
85,0.3472395482330989
86,0.4446267277916106
87,0.7208294191389262
88,0.12002615930583584
89,0.33495299518093097
90,0.5088896095350242
91,2.2032076025182423
92,0.5852168685852974
93,3.144799747731983
94,0.22702545325456838
95,0.04450851355885117
96,0.0
97,0.0
98,0.2584541975129119
99,0.8293754661480759
100,0.6406339499075681
101,0.1312256714381174
102,0.5900554140264795
103,0.4250744273957474
104,0.0
105,0.008693613056557404
106,0.15422100569528255
107,2.0045037999957964
108,0.0
109,0.22734144141406212
110,28.830211465506235
111,0.0
112,0.20421763942286403
113,0.1526566648987709
114,0.33163624990177926
115,3.279056139186482
116,0.8089054546706599
117,1.2035574475924324
118,0.25706858734804705
119,0.0
120,0.518940928936655
121,0.6032487561516269
122,0.0
123,0.06813067747182033
124,0.2011537436197523
125,0.3392534937616528
126,0.2692433371756477
127,0.11196360856353169
128,0.4868021883435111
129,0.08666348728214704
130,0.21205819234227252
131,0.2554891143065643
132,0.5946888765114091
133,0.31280174694143154
134,0.5200648197372131
135,0.1611367559879198
136,0.5475002184590447
137,0.04684600124540625
138,0.44980865291927785
139,0.2694904892171123
140,0.13203036409571203
141,1.1148213812618426
142,0.08933107312120855
143,0.24561722351445703
144,0.07151003384299087
145,0.0
146,0.08903347465464861
147,0.43252618117283675
148,0.2679056350237403
149,2.2345101265337455
150,0.11050452202009392
151,1.80698451421505
152,0.012775384627680176
153,0.3841224759654219
154,6.575467773563528
155,0.12960461186827943
156,0.08248242688971497
157,0.09319877495401156
158,0.6683679676674428
159,0.9643926737841695
160,0.020115178137895477
161,0.7703069409472325
162,0.12545441724041134
163,0.3677846766637074
164,0.09754365888653081
165,0.23744453024329842
166,0.4443024505878987
167,0.0
168,0.2913063525584029
169,0.03934266088630461
170,1.9660214322295824
171,0.3300988880204048
172,0.3209841061813189
173,0.3291489387236134
174,2.3331568509577023
175,0.10440559055050289
176,0.20093152593373792
177,0.031427717872215585
178,1.6555795244788318
179,0.27915445481354917
180,0.3199375732731048
181,1.0822458354564368
182,0.0
183,0.30985729748790664
184,0.09460630772268867
185,0.3260873863081161
186,0.9997572079045559
187,0.7904041917732676
188,0.22338814447529917
189,0.3469328211262287
190,0.027740147715064545
191,0.42925375766157847
192,1.43204509173824
193,0.07008214705380446
194,0.6830071878261947
195,0.9744381387697422
196,0.0
197,0.07052273626977816
198,0.41879237008779163
199,0.4289416525840738
200,0.8408046705731913
201,0.2936674027329683
202,0.8640184954706789
203,0.1600767772525964
204,0.19250444352740134
205,0.022817028546107388
206,3.534911027827925
207,1.2056235657406487
208,0.33159461479961844
209,0.2273119587955621
210,0.03888997249902511
211,0.1192285009879911
212,1.0629228101060446
213,0.18689574254571634
214,0.3779334993755903
215,0.3179963154974781
216,0.21585573941330796
217,2.1614727158033658
218,0.42425784884313683
219,1.7267655640258706
220,0.2132784974031981
221,0.3634426577331396
222,0.21633147448747747
223,0.0
224,0.7487913549798582
225,1.9089416878974395
226,0.026972078105327504
227,0.17782710725008483
228,0.06620677039751381
229,0.1316328572343973
230,0.23678498166949163
231,0.2521431394442817
232,1.3116102295927403
233,0.43973319826327506
234,0.36489675776113034
235,0.26856546969143624
236,0.041337292658072664
237,0.7361365241341836
238,0.5641487383775561
239,2.5875818999014735
240,1.2950272912750593
241,0.26705841676817166
242,0.9958541791524862
243,0.21897302295214854
244,0.2914580814222436
245,0.10637953458259314
246,0.34008278328780217
247,0.11162011294365246
248,0.27103465114180164
249,1.3186636621508478
250,0.1959841337111043
251,0.20086751512748063
252,0.2014481460971718
253,0.0
254,0.28252075039604624
255,0.07444564970693465
256,0.15415560926130245
257,0.055523742347920624
258,0.16012873458139448
259,0.1185037760327196
260,0.0
261,0.19188942985429866
262,0.16763289037599888
263,0.0
264,0.025279432110083887
265,0.33659505131681844
266,0.01798220109684916
267,0.3479337821461673
268,0.10747837461423226
269,0.2835477850209321
270,0.8492734669045807
271,0.02991878646474216
272,0.44887646804426024
273,0.4793328144675539
274,0.8336391478184436
275,0.8564442088812485
276,0.5144747178276381
277,0.0
278,0.11531531399181136
279,0.2516495967509725
280,1.238879940337786
281,0.12358043360813117
282,0.5064433598587054
283,0.4497917823956441
284,0.1653195992189176
285,0.761539632798152
286,0.3319660870433019
287,2.2684427051532268
288,0.6719468979798859
289,0.28401478096172916
290,0.21670805299972767
291,0.7941404606689274
292,4.695231803547042
293,0.45544368932041207
294,0.2616767142853345
295,0.17818292446705927
296,0.7045191541091574
297,0.23996105173941434
298,0.3125534811146173
299,0.10299410804273965
300,0.4343060404133474
301,0.8304063542968172
302,0.1710656143214534
303,0.26085051390247255
304,0.6569122339133865
305,3.0639217015398925
306,0.3738205102710409
307,0.3667459919926376
308,0.19080559586370976
309,1.201981126168876
310,0.0
311,0.24380370732305962
312,0.17935256778168548
313,0.16481741916673132
314,3.3381334718567164
315,0.21269808951154656
316,0.15279579138296254
317,0.38565814227374756
318,0.0
319,0.0
320,0.07558521741111973
321,0.5573326258613035
322,0.0
323,0.6178587601045198
324,0.3225493004242188
325,0.0031176268296535317
326,0.05564512289972873
327,1.8724966700898007
328,0.19845281407224408
329,0.3786836124063715
330,0.06935549851635141
331,0.1387210392529634
332,0.11919521447924601
333,0.14694272243163864
334,0.20419493790737547
335,0.6673593571641298
336,0.4402163442286821
337,0.0
338,0.15983310806269885
339,0.5097001408497508
340,0.1324022765585779
341,0.02227721575566404
342,0.3699882551222193
343,0.016307205085062827
344,0.3022204692552811
345,0.1739654677501395
346,3.1993212754939577
347,0.42513226384096275
348,0.07683526766331669
349,0.3018946583359957
350,0.26292788830419633
351,0.0
352,0.1419780534137857
353,0.277566807172536
354,0.9957979516650386
355,0.30587268827279895
356,0.3336817945473249
357,0.018030816788936345
358,0.19780577606662703
359,0.03525843104195323
360,0.1431062455078265
361,0.0
362,0.04322668212330409
363,0.21285118282285126
364,0.15449210667206575
365,0.3248178808868498
366,0.12795672714078543
367,0.8115955747166288
368,0.06370956327870486
369,0.0
370,0.4849391721469917
371,0.0
372,1.4781182516411233
373,0.10198228422960284
374,0.3649745699047705
375,0.3841394501105476
376,0.5148724072787079
377,0.17834623649106648
378,0.8712089631318409
379,0.371301321235158
380,1.1417097803847733
381,0.22674688614560584
382,0.12780194482394006
383,0.6879676951488084
384,0.310269313109769
385,0.4667833730480162
386,0.19003123956842732
387,0.07127882149764278
388,0.17805469291305473
389,0.10185009749164148
390,0.0
391,0.34801738597222387
392,0.1979263770082142
393,0.0
394,1.4728285797966987
395,0.040708536708877176
396,3.298406146548225
397,0.24038040988157786
398,0.4640152494549169
399,4.153524561008293
400,0.0009109493720734097
401,0.24637393182766754
402,0.038064962929922654
403,0.0
404,0.042774113001662166
405,0.19140545387070448
406,0.47045990797545223
407,0.23625458796171872
408,1.59745607277335
409,0.18900372990480752
410,0.25893334246410427
411,0.04704295332870631
412,0.1717536589114223
413,0.0
414,0.04835805190732829
415,0.834334645092924
416,0.31446321268619454
417,0.08275811957528678
418,0.8998390790412504
419,0.337979183816147
420,1.9776032558560301
421,0.20345837112983328
422,0.31120638763025343
423,0.2590285946967889
424,0.19881908772140053
425,0.23726020646288473
426,0.07673678140190929
427,0.5388795894303058
428,0.7286931850498147
429,0.4875578646772416
430,0.012930110596691514
431,0.7166724385767241
432,0.04046841691817224
433,0.2589917756555416
434,0.03425630541063171
435,0.0811472961251112
436,0.491342484933677
437,1.3532183592682259
438,0.7607999850279059
439,0.07416195072162379
440,0.21695210680351645
441,0.10436651532273028
442,0.0
443,0.0
444,0.09303930489253512
445,0.6471037172489533
446,0.6255689924207303
447,0.06775663399215079
448,0.5083181496951779
449,0.0919347022592367
450,0.4961626510686655
451,0.2976660721052551
452,0.7008943319726195
453,1.0602496855515267
454,1.1914198749958111
455,0.07406883478888447
456,0.1769118124741384
457,0.02327610931721562
458,0.11449397409683379
459,0.017509344596085427
460,0.29796607200396785
461,0.39318535141764566
462,0.046263999404079034
463,3.8301896192583573
464,0.051968329142208926
465,0.7641520590802185
466,0.11142665310502957
467,0.0
468,0.697247648527228
469,0.9858777721079653
470,0.5494515587829547
471,0.49816270788014017
472,0.04822161201906976
473,0.15737627068675364
474,0.0
475,1.631035745736239
476,0.36258689915606984
477,0.4946093272110297
478,0.33704811036627197
479,0.24904149735193198
480,0.0
481,0.0758082923502171
482,0.2964042845368928
483,0.6284945614998142
484,0.673043167350851
485,0.1017932812480205
486,0.0
487,0.2275164897415542
488,0.2869296498330808
489,0.0
490,0.10432811304572129
491,0.6576879455925004
492,0.2578596640118014
493,0.35550798815658624
494,0.7261822796173326
495,0.4532011124599609
496,0.253351463627153
497,0.4130489354910427
498,0.26244272568394306
499,0.2697432227069976
500,0.3034755374900531
501,0.2803715141286506
502,0.019147393607333463
503,0.0
504,0.451242712921938
505,0.21168171052669732
506,0.3561025743753062
507,0.5906294587241014
508,0.33776768557860554
509,0.24166369174137636
510,0.1754612367852282
511,0.0
512,0.29068917446087067
513,0.4441220669092071
514,0.0
515,0.6075925830840329
516,0.13524120813308502
517,0.0
518,0.04104550602486843
519,0.28338454300507665
520,0.0
521,2.7029507970854856
522,0.003962049165855602
523,0.1970583670082499
524,0.20187940447394032
525,0.6921258150679646
526,0.07489792295898542
527,0.06919064486190396
528,0.08202883444102324
529,0.029603209932763726
530,0.6649664459628222
531,0.35274864431149683
532,0.024509477991538034
533,0.7367698841652153
534,0.40875055864059145
535,0.8718793052937733
536,0.9440493757363098
537,0.6000994884475934
538,0.20068116578616552
539,0.11531913155326824
540,0.21698144832129473
541,0.1633243508306722
542,0.2497082172500663
543,0.5281546036766879
544,0.6765320094049192
545,0.2829228815300463
546,0.4072037628212565
547,0.07111038443377782
548,0.36799769331110066
549,0.19602206565844765
550,0.1275542628423162
551,1.655833771799831
552,0.27663962182424306
553,1.312632450054764
554,0.0
555,0.36775000639101724
556,0.08006244372744858
557,0.16732690999213368
558,0.7686231654515179
559,0.3005831986685922
560,0.08254879414579201
561,0.6128473779330528
562,0.13152933578767528
563,0.13633416747914529
564,1.6297361766316347
565,0.06071958065464475
566,0.44820070562841086
567,0.4513841377018398
568,0.29363047207177917
569,0.0
570,1.2989716086625918
571,0.24013621348194708
572,0.3116992601496857
573,0.5300205932982652
574,0.050452916860223546
575,0.3552937691268193
576,0.33435549418185234
577,0.018118351219307435
578,0.027683594110683708
579,0.1498971045023148
580,6.8441199920330575
581,0.3058485741479073
582,0.09377342725267779
583,0.31889248597232084
584,0.07029595049530343
585,0.2841416991748866
586,0.4358116446979883
587,0.3664591680471984
588,0.2687616973578246
589,0.5388667293396585
590,0.6829991966039208
591,0.2205380245997998
592,0.6016773999159788
593,0.28364466042729525
594,2.3509210214138174
595,0.1088411654411664
596,0.006625385560292775
597,0.0
598,1.5156224887651284
599,0.581038946132306
600,0.2314975879310242
601,0.26134119483685997
602,0.04587942220195029
603,0.3106495672493528
604,1.923594254634611
605,0.16888888059364882
606,0.0
607,0.3274590028629254
608,1.218393187903182
609,0.7264805733178483
610,0.9059865454539927
611,0.353106197009065
612,0.27698387551908626
613,0.25717045634817415
614,0.0912175163326394
615,0.46663143760524234
616,0.38248255419267235
617,1.3941196731342158
618,0.7269655413093863
619,0.6998804731714541
620,0.08436482400669314
621,0.47305216107938386
622,1.702512063118876
623,0.2574198288994705
624,0.17095448012556308
625,0.28442913805896236
626,0.21559723797619448
627,0.09019654851827838
628,1.9960654051283286
629,0.13711820350960421
630,22.775095335954102
631,0.277394697613822
632,0.48164822112980044
633,0.1117827170041215
634,0.16090935189315997
635,0.33718741026666504
636,0.3862769951542596
637,0.12103805268104781
638,0.22160741495560626
639,0.0
640,1.9286012282064746
641,0.9250140822764495
642,0.19939748727866938
643,0.23357279752761556
644,0.09663555019422869
645,0.5535466324037455
646,0.09896394834950877
647,1.2050076930161537
648,2.0854120642433047
649,1.4159328177429502
650,0.06503199144906477
651,0.3897895187676353
652,0.2829375368189731
653,0.38547378650739067
654,0.38435760094167354
655,0.16249144716101657
656,0.0829847770477595
657,0.33160854222706737
658,0.09489242428373107
659,0.2857403177849892
660,0.0
661,0.27354841993413587
662,0.1442521032590512
663,0.1841881122747147
664,0.24591337363751098
665,0.026463063345724087
666,0.22567503758652072
667,1.3731427715030515
668,0.9518131838361223
669,0.04361736610430786
670,0.30761670606443337
671,0.31128825611138944
672,0.0
673,0.31211093221586966
674,0.033999223428253164
675,0.5920595083771325
676,3.6680094914191352
677,0.3190106585644588
678,0.11069310667670089
679,0.1770917010928822
680,0.10085819902277085
681,0.6884480141564912
682,0.925268809436785
683,0.19071185453231088
684,0.8916497847561966
685,0.038046701257009194
686,0.3489443302264326
687,0.08958383654620436
688,0.44283310835834283
689,0.35607679868665787
690,0.4383741429433252
691,0.07112423027673062
692,0.5701484027287665
693,0.008370322640388218
694,0.5032829503278489
695,0.0
696,0.3435128350148606
697,0.37173865263549954
698,0.5115965323070997
699,0.41623284434908536
700,2.6914166617566977
701,0.704632478266939
702,0.0
703,0.5931126758680387
704,0.20889580678014869
705,0.42317547274937334
706,0.8248752469846047
707,0.08631228847339738
708,0.13677026018135438
709,0.3701488554011105
710,1.1543259778734427
711,0.32568067908793413
712,0.03664143625671543
713,0.858550113255432
714,0.32147134537868843
715,0.18770940787266818
716,0.18701263942346633
717,0.5642150152275986
718,0.04696816975620148
719,0.07503107851578883
720,0.06132354226136603
721,1.081794196143946
722,0.25043461911077486
723,0.7518500765395542
724,0.09836828621297802
725,0.5363643672986649
726,0.10245368132373738
727,0.8226175701670638
728,0.3110376290196373
729,0.13922445489575974
730,0.0
731,0.631939959793003
732,6.873193500132049
733,0.3682238664338842
734,0.011672515898499207
735,0.32895883809407084
736,0.1436172191621543
737,0.0
738,0.3599519436870264
739,0.40590742392303736
740,0.06661070973794411
741,0.2510717799262734
742,0.08394965309404664
743,0.1595191339682664
744,0.07402896512748142
745,0.8040586505508903
746,0.5470236364552307
747,0.00846011154316198
748,0.27442925886782266
749,0.8885265079347346
750,0.10795350389242324
751,0.2944347831556294
752,0.18124823917511582
753,0.024865222503101806
754,0.15322680442739706
755,0.0
756,0.25699366010005403
757,0.31243166739490064
758,0.9302895607770628
759,0.0577480392555616
760,0.08635223725199498
761,0.0711456694656605
762,0.03317479386169071
763,0.29171015626183944
764,0.04561218619664924
765,0.0
766,0.09401098322373595
767,0.31191100346754397
768,1.9659247119444343
769,0.6552232169868154
770,0.02938589315348832
771,0.015658251250268585
772,0.6929169277090306
773,0.31730218753478345
774,0.7594951284309238
775,0.0
776,0.6370933421616923
777,4.521170055933521
778,0.3717464857755686
779,1.3306320833717677
780,1.0187735186359754
781,0.20655954630558243
782,0.20145044291019526
783,0.368102704593994
784,0.0
785,0.2886744801935265
786,0.8651616156795823
787,0.3541662642247999
788,0.5829706126259689
789,0.23283352448141706
790,0.0
791,0.2256977580319906
792,0.497796393540769
793,0.7357685142346206
794,0.22083149933704221
795,1.1039872000745368
796,0.03845918555162842
797,0.15865359230701853
798,0.413975855573759
799,1.1088519234371397
800,0.11725133541076244
801,0.17811209838041508
802,6.489170687751381
803,0.1393096050802891
804,0.2315926223940964
805,0.35708068080740657
806,0.7040086887054887
807,0.4054285012327979
808,0.1582311468441439
809,1.9158435279877168
810,0.1249149035243563
811,0.02991249105036748
812,0.5899353487790737
813,0.004601066846795555
814,0.0
815,0.41239704755823625
816,0.19630005365949824
817,0.40586377933674267
818,0.2182745361765554
819,0.7903981418906504
820,0.04347548614853778
821,0.039360732144984194
822,0.21855040402228101
823,0.7383534257483625
824,0.18323275225673952
825,0.48479671113678063
826,0.1313598097532049
827,0.37808136137366477
828,1.6997898532230162
829,0.0
830,0.2575272472039878
831,0.37874736774647166
832,1.587325621767742
833,0.017739407904058972
834,0.15900471064902105
835,0.2506333342279176
836,0.0879380324689801
837,0.07285141652505427
838,0.43836404975960497
839,0.6096849518045853
840,0.19726865261373677
841,0.07796343858479499
