ID,NA_Sales,Global_Sales
14095,0.22831624523260263,0.3239152326474093
14096,0.0,0.06418280322115659
14097,0.36543442853738006,0.7969233383386366
14098,0.4363544101945511,0.5525682799178772
14099,0.4868361549428577,0.6801129679156585
14100,0.0,0.07468392572926878
14101,0.04903292152624633,0.9621078011067069
14102,0.06412886954902389,0.12315391888286287
14103,0.0451799546825529,0.060523209355209266
14104,0.023906771644390545,0.19139806615021454
14105,0.9912457217314065,1.4722469004814698
14106,0.15195779445515073,0.20436343941718038
14107,0.39870663806403306,0.5255558827265494
14108,0.2264916720904025,0.2900537734023203
14109,0.18719093038041093,0.29352971911621484
14110,0.031937847767989164,0.0654303374291204
14111,0.602124734041163,0.7083068404657714
14112,0.0,0.14104967106361355
14113,0.0,0.09377853802974412
14114,0.1937534954274192,0.6300795910049525
14115,0.0,0.0
14116,0.6533945995335217,0.6053735236436225
14117,0.0,0.0201099557367762
14118,0.25475221738563203,0.6537042552754075
14119,0.18851955425772363,0.33724480659845624
14120,0.43466635438379675,0.8577573843201052
14121,0.20899732150415193,0.21768952951233483
14122,0.21723423059724767,0.26410198247243377
14123,0.26470069462651535,0.34949670833707336
14124,0.014983104680845825,0.03951212664190739
14125,0.1567247459961301,0.20329441284325594
14126,0.023097443397893522,0.10807457013967268
14127,0.5320252616867371,0.5829917900710602
14128,0.2580628721272943,0.5156979096417307
14129,0.5329505750064396,1.162855778907962
14130,0.029561792285982356,0.08882270280647707
14131,0.09430146874933165,0.14661160134994222
14132,0.2142599649002626,0.3250812743058833
14133,0.10159972732505439,0.2683120725316418
14134,0.09596947827614327,0.18063288570759223
14135,0.17755169507885207,0.2825775281613274
14136,16.047874893897472,31.35502488191043
14137,0.08948700304861604,0.19614955019618857
14138,0.18674273613877912,0.22267633028568048
14139,0.3132952160495511,0.4373116595022669
14140,0.05945392674806729,0.14209114539829637
14141,0.1554966091596064,0.14833674883278591
14142,0.5327396668035813,0.9645540799706265
14143,0.03974570009124326,0.11755901781780963
14144,0.13704793249130337,0.26568912964035024
14145,0.22598581269368753,0.19851507587793576
14146,0.0,0.015356058740146552
14147,0.0,0.0
14148,0.0,0.09128806233704449
14149,0.6334269266321042,0.7888284507794998
14150,0.005114002260853234,0.0015591042911318742
14151,0.12078250102860763,0.20542925207299528
14152,0.40930527620629586,0.8025650600857146
14153,0.0,0.0
14154,0.48048166208860255,1.257433861670545
14155,0.13920308776509296,0.26704286558134194
14156,0.0,0.03512560622143546
14157,0.2400154547191513,0.7154813306009891
14158,0.437228440795601,0.7297999888635682
14159,0.5945756443071444,1.0702841069459932
14160,0.10758256096394683,0.14369185582410798
14161,0.012369805366633457,0.1636253048614943
14162,0.10449388289777753,0.32486237361323766
14163,0.264473848946956,0.3792398483500694
14164,0.1682316859763033,0.24699625475615639
14165,0.018755410296560502,0.02325481573180698
14166,0.3600118846211094,0.4351352170906146
14167,0.24337090415761245,0.6098221463974145
14168,0.07492862009966281,0.14297865637730045
14169,0.21215764291112219,0.3768909054878071
14170,0.2616515336798141,0.33648726798460993
14171,0.12042453135845586,0.1100269921755638
14172,0.09231919075666706,0.08775471370625117
14173,0.31503775729324557,0.5069982359493606
14174,0.06566123682355399,0.09359152923042012
14175,0.0,0.0
14176,0.19981902059596066,0.3158951328121764
14177,0.41911589310671626,0.6609644984159626
14178,0.05777978631223482,0.22174482202880652
14179,0.2451720386579111,0.6131610504126639
14180,0.11888218426070907,0.1384351701725186
14181,0.6623708595161828,1.1071171866555813
